txn_id,customer_id,txn_type,amount,txn_time,status
TXN0001987,CUST00057,withdrawal,20253.73,2025-05-02 03:24:02,success
TXN0001988,CUST00057,online purchase,43358.66,2024-12-27 11:36:02,success
TXN0001989,CUST00057,online purchase,40195.33,2024-11-29 05:34:02,success
TXN0001990,CUST00057,deposit,17542.17,2025-09-24 00:33:02,success
TXN0001991,CUST00057,transfer,44939.6,2025-10-27 23:54:02,success
TXN0001992,CUST00057,withdrawal,3825.49,2024-12-26 18:31:02,success
TXN0001993,CUST00057,ATM withdrawal,10670.66,2025-03-18 09:55:02,success
TXN0001994,CUST00057,withdrawal,30020.61,2025-03-16 17:26:02,failed
TXN0001995,CUST00057,online purchase,34071.4,2025-09-14 14:37:02,success
TXN0001996,CUST00057,ATM withdrawal,4645.68,2025-02-17 10:13:02,success
TXN0001997,CUST00057,deposit,32286.98,2025-10-02 02:40:02,success
TXN0001998,CUST00116,ATM withdrawal,545.65,2025-03-08 01:29:02,success
TXN0001999,CUST00116,online purchase,6890.67,2025-02-24 17:36:02,success
TXN0002000,CUST00116,transfer,20639.18,2024-11-21 11:34:02,success
TXN0002001,CUST00116,online fraud,90741.85,2025-01-10 19:12:02,failed
TXN0002002,CUST00116,online purchase,8938.74,2024-12-24 04:25:02,success
TXN0002003,CUST00116,online purchase,355.41,2025-04-18 03:00:02,success
TXN0002004,CUST00116,transfer,9223.97,2025-09-08 17:37:02,success
TXN0002005,CUST00116,transfer,2457.17,2025-09-04 17:38:02,success
TXN0002006,CUST00116,online fraud,91591.59,2025-04-01 16:21:02,success
TXN0002007,CUST00265,deposit,34131.84,2025-04-10 17:24:02,success
TXN0002008,CUST00265,ATM withdrawal,34959.33,2025-05-28 19:27:02,success
TXN0002009,CUST00265,transfer,21635.34,2025-05-25 00:23:02,success
TXN0002010,CUST00265,deposit,42838.13,2025-04-15 14:11:02,success
TXN0002011,CUST00265,withdrawal,37636.99,2025-08-27 22:24:02,success
TXN0002012,CUST00265,withdrawal,41336.41,2025-03-06 16:09:02,success
TXN0002013,CUST00265,deposit,46003.21,2025-04-11 06:41:02,success
TXN0002014,CUST00265,transfer,9740.79,2025-02-23 02:25:02,success
TXN0002015,CUST00265,online fraud,154855.85,2025-07-20 06:42:02,failed
TXN0002016,CUST00428,transfer,22195.44,2025-03-18 13:17:02,success
TXN0002017,CUST00428,online purchase,42246.28,2025-05-25 17:54:02,success
TXN0002018,CUST00428,online fraud,86131.02,2025-06-22 05:49:02,failed
TXN0002019,CUST00428,online purchase,20479.05,2025-09-02 11:35:02,success
TXN0002020,CUST00428,withdrawal,28016.69,2025-11-08 08:56:02,success
TXN0002021,CUST00428,withdrawal,18476.3,2025-08-06 13:23:02,success
TXN0002022,CUST00428,online purchase,15186.27,2025-08-30 22:37:02,success
TXN0002023,CUST00428,online purchase,34748.91,2025-08-28 11:09:02,success
TXN0002024,CUST00428,transfer,30279.63,2025-07-09 11:08:02,success
TXN0002025,CUST00428,online fraud,152300.04,2025-07-24 22:08:02,failed
TXN0002026,CUST00428,online fraud,129036.15,2025-03-06 10:57:02,failed
TXN0002027,CUST00428,online purchase,16623.16,2025-08-28 13:39:02,success
TXN0002028,CUST00428,deposit,16274.91,2025-10-19 15:35:02,success
TXN0002029,CUST00428,transfer,49908.35,2025-07-05 01:46:02,success
TXN0002030,CUST00428,online purchase,23500.89,2025-09-28 14:57:02,success
TXN0002031,CUST00428,online fraud,184957.09,2025-10-26 20:03:02,failed
TXN0002032,CUST00166,deposit,13677.9,2025-08-07 17:15:02,success
TXN0002033,CUST00166,transfer,11393.21,2025-03-12 11:56:02,success
TXN0002034,CUST00166,withdrawal,8565.31,2024-11-14 07:12:02,failed
TXN0002035,CUST00166,online fraud,58233.13,2025-02-03 15:38:02,success
TXN0002036,CUST00166,online fraud,188547.97,2025-09-07 01:50:02,success
TXN0002037,CUST00166,withdrawal,4994.54,2025-10-24 03:58:02,success
TXN0002038,CUST00166,withdrawal,11241.04,2025-05-18 20:39:02,success
TXN0002039,CUST00166,transfer,45117.95,2025-05-08 10:28:02,success
TXN0002040,CUST00166,ATM withdrawal,33582.54,2025-10-11 16:51:02,success
TXN0002041,CUST00166,online fraud,157047.31,2025-04-17 03:53:02,success
TXN0002042,CUST00166,online purchase,33934.49,2025-06-07 05:24:02,success
TXN0002043,CUST00166,online purchase,46857.83,2025-10-04 01:31:02,success
TXN0002044,CUST00332,transfer,22537.16,2025-11-09 20:46:02,success
TXN0002045,CUST00332,ATM withdrawal,43955.05,2025-07-27 03:20:02,success
TXN0002046,CUST00332,ATM withdrawal,40180.17,2025-01-31 23:54:02,failed
TXN0002047,CUST00332,withdrawal,45250.97,2025-09-27 04:02:02,success
TXN0002048,CUST00332,ATM withdrawal,17446.88,2024-11-25 14:45:02,failed
TXN0002049,CUST00332,withdrawal,20918.78,2024-11-20 02:07:02,success
TXN0002050,CUST00332,online purchase,39266.84,2025-08-04 06:20:02,success
TXN0002051,CUST00332,ATM withdrawal,34044.37,2025-01-23 16:43:02,success
TXN0002052,CUST00332,transfer,30300.21,2025-02-24 21:46:02,success
TXN0002053,CUST00332,ATM withdrawal,33874.69,2025-07-08 02:11:02,success
TXN0002054,CUST00332,deposit,11379.89,2025-04-12 09:19:02,success
TXN0002055,CUST00332,transfer,47373.75,2025-11-03 01:38:02,success
TXN0002056,CUST00332,withdrawal,42647.21,2025-04-26 06:05:02,success
TXN0002057,CUST00363,transfer,24168.24,2025-04-20 04:13:02,success
TXN0002058,CUST00363,ATM withdrawal,48309.31,2025-02-11 01:58:02,success
TXN0002059,CUST00363,transfer,26304.21,2025-01-29 00:56:02,success
TXN0002060,CUST00363,online purchase,39982.78,2025-03-28 15:53:02,success
TXN0002061,CUST00363,online purchase,46453.91,2025-03-01 07:14:02,success
TXN0002062,CUST00363,online fraud,179974.66,2025-10-27 12:21:02,failed
TXN0002063,CUST00363,deposit,19769.88,2024-11-22 11:54:02,success
TXN0002064,CUST00363,withdrawal,17436.73,2025-05-31 05:57:02,success
TXN0002065,CUST00363,deposit,19751.43,2025-03-27 10:01:02,success
TXN0002066,CUST00363,ATM withdrawal,42364.37,2025-09-16 15:29:02,success
TXN0002067,CUST00363,deposit,36567.85,2025-03-10 10:26:02,success
TXN0002068,CUST00363,online purchase,437.84,2025-07-30 09:03:02,success
TXN0002069,CUST00363,online fraud,139212.84,2025-03-27 09:17:02,failed
TXN0002070,CUST00363,deposit,8034.88,2025-08-27 09:12:02,success
TXN0002071,CUST00467,deposit,6005.76,2025-01-15 15:06:02,success
TXN0002072,CUST00467,transfer,7664.08,2024-12-06 10:58:02,success
TXN0002073,CUST00467,online fraud,194052.32,2025-09-21 09:43:02,success
TXN0002074,CUST00467,ATM withdrawal,889.67,2025-10-11 08:19:02,success
TXN0002075,CUST00467,online purchase,49172.67,2025-06-08 11:42:02,success
TXN0002076,CUST00467,transfer,4087.04,2025-07-07 14:10:02,success
TXN0002077,CUST00467,online fraud,157731.76,2025-01-21 18:45:02,success
TXN0002078,CUST00467,withdrawal,15894.54,2025-06-04 06:40:02,success
TXN0002079,CUST00467,ATM withdrawal,42751.98,2025-10-06 06:23:02,success
TXN0002080,CUST00467,deposit,41186.57,2025-08-22 03:48:02,success
TXN0002081,CUST00467,deposit,44951.33,2025-10-15 19:45:02,success
TXN0002082,CUST00467,withdrawal,3795.49,2025-03-29 05:31:02,failed
TXN0002083,CUST00467,online fraud,140625.45,2025-03-27 22:49:02,failed
TXN0002084,CUST00467,ATM withdrawal,5256.85,2025-06-13 22:33:02,success
TXN0002085,CUST00467,deposit,11601.32,2025-09-15 05:22:02,success
TXN0002086,CUST00467,deposit,15888.82,2025-03-22 08:52:02,success
TXN0002087,CUST00467,transfer,18511.47,2025-09-05 16:12:02,success
TXN0002088,CUST00467,online purchase,31874.52,2025-08-21 08:18:02,success
TXN0002089,CUST00467,online purchase,46144.44,2025-09-17 11:46:02,success
TXN0002090,CUST00467,ATM withdrawal,33978.66,2025-05-08 00:56:02,success
TXN0002091,CUST00467,withdrawal,28406.95,2025-08-06 09:06:02,failed
TXN0002092,CUST00426,online purchase,34077.04,2024-12-18 21:44:02,success
TXN0002093,CUST00426,transfer,35768.19,2025-01-17 04:32:02,success
TXN0002094,CUST00426,ATM withdrawal,10254.5,2025-05-20 23:19:02,success
TXN0002095,CUST00426,online purchase,33288.85,2025-07-15 00:30:02,success
TXN0002096,CUST00426,transfer,16717.74,2025-01-14 12:45:02,success
TXN0002097,CUST00426,deposit,8615.74,2024-11-23 09:27:02,success
TXN0002098,CUST00426,deposit,31520.19,2025-06-23 04:29:02,success
TXN0002099,CUST00426,deposit,40435.84,2025-08-29 21:08:02,success
TXN0002100,CUST00426,online purchase,8859.49,2025-01-24 11:15:02,success
TXN0002101,CUST00426,deposit,38073.9,2024-11-30 15:51:02,success
TXN0002102,CUST00426,online purchase,13086.19,2025-10-27 10:10:02,success
TXN0002103,CUST00426,deposit,40665.48,2025-04-07 09:38:02,success
TXN0002104,CUST00426,online purchase,24931.04,2025-01-25 08:54:02,success
TXN0002105,CUST00426,online fraud,151757.16,2024-11-12 03:06:02,failed
TXN0002106,CUST00295,withdrawal,27464.79,2025-08-20 10:02:02,success
TXN0002107,CUST00295,online purchase,10166.14,2025-03-26 05:00:02,success
TXN0002108,CUST00295,deposit,6351.56,2025-06-06 00:53:02,success
TXN0002109,CUST00295,online fraud,162996.02,2025-03-12 20:06:02,failed
TXN0002110,CUST00295,deposit,30918.03,2024-12-09 22:54:02,success
TXN0002111,CUST00295,online fraud,155319.93,2024-11-15 19:53:02,success
TXN0002112,CUST00295,withdrawal,8834.65,2025-05-24 02:11:02,success
TXN0002113,CUST00295,online fraud,193969.83,2025-01-08 22:24:02,failed
TXN0002114,CUST00295,ATM withdrawal,37336.18,2025-11-05 08:51:02,success
TXN0002115,CUST00295,ATM withdrawal,38406.03,2025-08-23 16:25:02,success
TXN0002116,CUST00295,ATM withdrawal,32460.79,2024-12-20 09:29:02,failed
TXN0002117,CUST00295,online fraud,53048.46,2025-07-30 09:32:02,failed
TXN0002118,CUST00295,online fraud,118082.8,2024-12-04 13:23:02,failed
TXN0002119,CUST00295,online fraud,118938.97,2025-03-10 23:13:02,failed
TXN0002120,CUST00295,online fraud,165808.31,2025-05-02 19:31:02,failed
TXN0002121,CUST00295,online purchase,20185.77,2025-04-28 18:32:02,success
TXN0002122,CUST00295,ATM withdrawal,20886.22,2025-03-06 20:07:02,success
TXN0002123,CUST00295,ATM withdrawal,4218.73,2025-06-07 11:52:02,success
TXN0002124,CUST00295,withdrawal,48562.86,2025-05-19 20:51:02,success
TXN0002125,CUST00295,deposit,18940.82,2024-12-16 06:54:02,failed
TXN0002126,CUST00295,deposit,44425.9,2025-06-08 21:58:02,success
TXN0002127,CUST00295,ATM withdrawal,36249.4,2025-07-23 06:50:02,success
TXN0002128,CUST00295,online fraud,59649.4,2025-05-07 23:22:02,failed
TXN0002129,CUST00295,transfer,29070.08,2025-02-16 21:27:02,success
TXN0002130,CUST00248,online fraud,153942.58,2025-02-03 17:51:02,failed
TXN0002131,CUST00248,transfer,23977.31,2025-10-13 13:41:02,success
TXN0002132,CUST00248,online fraud,133289.54,2025-02-11 04:43:02,success
TXN0002133,CUST00248,online purchase,8998.13,2025-09-18 03:28:02,success
TXN0002134,CUST00248,deposit,27458.24,2024-12-16 04:10:02,success
TXN0002135,CUST00248,ATM withdrawal,12949.16,2024-11-27 12:35:02,success
TXN0002136,CUST00248,online purchase,14384.6,2024-12-24 22:11:02,failed
TXN0002137,CUST00248,online fraud,70496.51,2025-09-14 11:47:02,failed
TXN0002138,CUST00248,withdrawal,39561.98,2025-02-11 00:15:02,success
TXN0002139,CUST00248,online purchase,15990.23,2025-08-12 04:39:02,success
TXN0002140,CUST00248,deposit,36503.05,2024-11-12 18:24:02,success
TXN0002141,CUST00248,transfer,35688.91,2025-07-27 14:52:02,success
TXN0002142,CUST00248,online purchase,260.55,2025-03-04 23:29:02,success
TXN0002143,CUST00248,online purchase,15799.91,2025-04-26 00:15:02,success
TXN0002144,CUST00248,withdrawal,20186.42,2025-06-02 12:04:02,success
TXN0002145,CUST00248,transfer,15464.03,2025-04-04 22:51:02,success
TXN0002146,CUST00248,online purchase,8379.67,2024-12-08 21:36:02,success
TXN0002147,CUST00248,ATM withdrawal,24026.72,2024-12-30 09:12:02,success
TXN0002148,CUST00248,deposit,24761.65,2025-10-25 00:48:02,success
TXN0002149,CUST00248,deposit,43294.5,2025-06-03 06:05:02,success
TXN0002150,CUST00248,transfer,40967.93,2025-11-10 08:06:02,success
TXN0002151,CUST00248,ATM withdrawal,35036.94,2025-03-21 21:04:02,success
TXN0002152,CUST00248,ATM withdrawal,18035.86,2025-09-30 23:43:02,success
TXN0002153,CUST00248,online fraud,104625.94,2025-06-20 03:18:02,success
TXN0002154,CUST00248,online purchase,13464.72,2024-12-26 15:38:02,success
TXN0002155,CUST00248,online purchase,28762.92,2025-10-31 04:31:02,success
TXN0002156,CUST00248,online purchase,22706.58,2025-04-22 03:45:02,success
TXN0002157,CUST00457,ATM withdrawal,46075.27,2024-11-11 16:06:02,success
TXN0002158,CUST00457,withdrawal,24361.08,2025-04-11 06:41:02,success
TXN0002159,CUST00457,ATM withdrawal,16972.44,2025-03-31 09:19:02,success
TXN0002160,CUST00457,online fraud,117124.5,2024-12-04 11:25:02,failed
TXN0002161,CUST00457,online fraud,68115.86,2025-08-27 04:42:02,success
TXN0002162,CUST00457,online purchase,15421.82,2025-03-25 02:18:02,success
TXN0002163,CUST00457,ATM withdrawal,17085.32,2025-03-28 23:16:02,success
TXN0002164,CUST00457,online purchase,27353.93,2025-03-25 02:38:02,success
TXN0002165,CUST00457,online fraud,162949.11,2025-02-07 14:37:02,failed
TXN0002166,CUST00457,deposit,24463.08,2024-12-27 23:15:02,success
TXN0002167,CUST00457,online fraud,62364.46,2025-06-01 09:07:02,success
TXN0002168,CUST00457,online purchase,29566.1,2025-09-30 14:21:02,success
TXN0002169,CUST00457,transfer,23858.33,2025-02-26 22:41:02,success
TXN0002170,CUST00457,ATM withdrawal,692.73,2025-10-18 08:49:02,success
TXN0002171,CUST00457,ATM withdrawal,217.47,2025-01-15 15:31:02,success
TXN0002172,CUST00457,transfer,2920.79,2025-04-04 09:20:02,success
TXN0002173,CUST00457,ATM withdrawal,21690.0,2025-09-03 17:45:02,success
TXN0002174,CUST00457,online purchase,15404.75,2025-04-15 04:25:02,success
TXN0002175,CUST00457,ATM withdrawal,18918.25,2025-03-10 21:52:02,success
TXN0002176,CUST00457,ATM withdrawal,21829.13,2025-05-30 06:51:02,success
TXN0002177,CUST00427,transfer,30312.09,2025-02-06 21:06:02,success
TXN0002178,CUST00427,transfer,1339.36,2024-11-29 23:53:02,success
TXN0002179,CUST00427,deposit,11583.73,2024-12-30 12:54:02,success
TXN0002180,CUST00427,deposit,41512.65,2025-09-04 05:01:02,success
TXN0002181,CUST00427,online purchase,15685.95,2024-12-04 15:56:02,success
TXN0002182,CUST00427,transfer,38428.38,2025-05-25 19:20:02,success
TXN0002183,CUST00427,online fraud,139022.8,2024-12-03 09:13:02,failed
TXN0002184,CUST00427,withdrawal,4018.38,2025-09-24 17:24:02,success
TXN0002185,CUST00427,ATM withdrawal,47457.48,2025-10-27 04:03:02,success
TXN0002186,CUST00427,online fraud,94943.43,2025-01-02 21:23:02,failed
TXN0002187,CUST00427,deposit,49117.64,2024-12-01 01:24:02,success
TXN0002188,CUST00293,online fraud,172263.43,2025-05-07 11:05:02,failed
TXN0002189,CUST00293,transfer,35409.36,2025-03-09 16:14:02,success
TXN0002190,CUST00293,online purchase,2107.05,2025-11-05 18:38:02,failed
TXN0002191,CUST00293,online fraud,90913.47,2025-07-21 17:22:02,success
TXN0002192,CUST00293,online fraud,88423.27,2025-04-12 14:00:02,failed
TXN0002193,CUST00293,ATM withdrawal,23719.08,2025-03-13 15:13:02,success
TXN0002194,CUST00293,withdrawal,18867.63,2025-03-15 00:48:02,success
TXN0002195,CUST00293,withdrawal,26075.1,2025-02-16 23:26:02,success
TXN0002196,CUST00293,online purchase,30376.01,2025-04-22 00:51:02,failed
TXN0002197,CUST00293,online fraud,173446.9,2024-11-28 11:27:02,failed
TXN0002198,CUST00293,transfer,43601.38,2025-06-16 21:42:02,success
TXN0002199,CUST00293,online fraud,188717.55,2024-12-31 04:56:02,success
TXN0002200,CUST00293,online fraud,94149.58,2025-08-13 07:27:02,failed
TXN0002201,CUST00293,deposit,32547.54,2025-05-28 21:25:02,success
TXN0002202,CUST00293,transfer,33551.65,2024-12-18 04:11:02,success
TXN0002203,CUST00293,deposit,11484.49,2024-11-27 06:01:02,success
TXN0002204,CUST00293,online purchase,26967.39,2025-07-28 07:56:02,success
TXN0002205,CUST00293,withdrawal,49322.38,2025-02-24 06:42:02,success
TXN0002206,CUST00293,transfer,44588.82,2024-12-02 18:25:02,success
TXN0002207,CUST00293,ATM withdrawal,6596.31,2025-05-23 09:15:02,success
TXN0002208,CUST00293,online purchase,37322.98,2024-12-31 08:59:02,success
TXN0002209,CUST00082,transfer,39203.19,2025-03-28 09:58:02,success
TXN0002210,CUST00082,ATM withdrawal,25042.75,2025-10-15 23:24:02,success
TXN0002211,CUST00082,ATM withdrawal,9493.22,2025-06-21 06:12:02,success
TXN0002212,CUST00082,ATM withdrawal,40270.55,2025-10-02 11:55:02,success
TXN0002213,CUST00082,deposit,41586.27,2025-10-28 10:05:02,success
TXN0002214,CUST00082,ATM withdrawal,32448.13,2024-11-15 08:21:02,success
TXN0002215,CUST00082,online fraud,106569.49,2025-08-07 07:34:02,failed
TXN0002216,CUST00082,deposit,42141.89,2025-07-11 19:27:02,success
TXN0002217,CUST00082,deposit,36230.86,2025-03-08 04:41:02,success
TXN0002218,CUST00082,online fraud,181872.59,2025-02-17 03:07:02,failed
TXN0002219,CUST00082,ATM withdrawal,37987.51,2025-07-31 02:50:02,failed
TXN0002220,CUST00082,online purchase,10764.79,2025-08-03 20:04:02,success
TXN0002221,CUST00042,ATM withdrawal,39972.25,2025-09-28 17:20:02,success
TXN0002222,CUST00042,ATM withdrawal,19882.36,2025-01-18 21:28:02,success
TXN0002223,CUST00042,online fraud,68870.89,2025-08-28 06:14:02,success
TXN0002224,CUST00042,withdrawal,7412.13,2025-05-14 15:28:02,success
TXN0002225,CUST00042,online fraud,83567.77,2025-08-19 17:34:02,failed
TXN0002226,CUST00042,transfer,47778.88,2025-03-19 20:22:02,success
TXN0002227,CUST00042,online fraud,77104.64,2025-03-27 12:27:02,success
TXN0002228,CUST00042,transfer,30764.79,2025-06-07 15:46:02,success
TXN0002229,CUST00042,online purchase,17778.78,2024-12-18 14:55:02,success
TXN0002230,CUST00042,deposit,30714.13,2025-03-28 22:04:02,success
TXN0002231,CUST00042,deposit,18462.74,2025-02-28 12:12:02,success
TXN0002232,CUST00042,transfer,29666.19,2025-05-16 15:33:02,success
TXN0002233,CUST00042,transfer,23032.35,2025-07-01 21:32:02,success
TXN0002234,CUST00042,online purchase,22411.22,2025-01-26 23:33:02,success
TXN0002235,CUST00042,transfer,7385.27,2025-07-23 17:58:02,success
TXN0002236,CUST00042,deposit,768.45,2025-03-14 22:20:02,success
TXN0002237,CUST00042,online fraud,136539.07,2025-10-25 12:06:02,failed
TXN0002238,CUST00042,online fraud,152365.11,2025-04-04 20:41:02,failed
TXN0002239,CUST00042,transfer,21497.47,2025-09-21 05:00:02,success
TXN0002240,CUST00042,online fraud,131729.46,2025-06-11 21:54:02,failed
TXN0002241,CUST00042,online fraud,63221.42,2025-04-13 01:58:02,failed
TXN0002242,CUST00369,ATM withdrawal,32825.23,2025-10-28 17:17:02,success
TXN0002243,CUST00369,ATM withdrawal,44760.65,2025-05-12 00:25:02,success
TXN0002244,CUST00369,withdrawal,26132.96,2025-10-21 00:01:02,success
TXN0002245,CUST00369,deposit,17161.89,2025-11-08 17:43:02,success
TXN0002246,CUST00369,online fraud,151745.66,2025-09-17 12:44:02,failed
TXN0002247,CUST00369,transfer,9844.09,2025-02-08 09:34:02,success
TXN0002248,CUST00369,withdrawal,24292.29,2025-05-14 05:02:02,success
TXN0002249,CUST00369,online purchase,25789.83,2025-11-03 21:02:02,success
TXN0002250,CUST00369,transfer,40437.31,2025-03-19 00:26:02,success
TXN0002251,CUST00369,online fraud,70319.39,2025-08-31 09:00:02,success
TXN0002252,CUST00369,transfer,15309.07,2025-06-23 21:29:02,success
TXN0002253,CUST00060,withdrawal,22421.06,2025-06-08 05:30:02,success
TXN0002254,CUST00060,ATM withdrawal,1960.02,2025-06-20 06:01:02,success
TXN0002255,CUST00060,ATM withdrawal,11907.84,2025-10-28 20:37:02,success
TXN0002256,CUST00060,online fraud,115156.41,2025-03-19 02:28:02,failed
TXN0002257,CUST00060,online fraud,117697.93,2025-03-11 03:51:02,failed
TXN0002258,CUST00315,ATM withdrawal,32108.04,2025-02-22 06:00:02,success
TXN0002259,CUST00315,deposit,20862.49,2025-07-08 08:48:02,success
TXN0002260,CUST00315,deposit,1753.03,2025-08-25 15:43:02,failed
TXN0002261,CUST00315,deposit,19392.74,2025-10-18 18:46:02,success
TXN0002262,CUST00315,withdrawal,16472.79,2025-07-23 11:51:02,success
TXN0002263,CUST00315,transfer,33482.83,2025-09-13 19:14:02,failed
TXN0002264,CUST00315,online purchase,4010.33,2024-12-14 17:18:02,success
TXN0002265,CUST00315,withdrawal,30699.18,2025-06-04 01:27:02,success
TXN0002266,CUST00315,online fraud,121624.78,2024-12-15 08:45:02,failed
TXN0002267,CUST00315,withdrawal,28659.23,2025-09-28 23:36:02,success
TXN0002268,CUST00315,deposit,35168.53,2025-09-09 13:10:02,success
TXN0002269,CUST00315,online fraud,60950.37,2025-10-20 17:56:02,failed
TXN0002270,CUST00315,transfer,22220.66,2025-06-06 07:05:02,success
TXN0002271,CUST00315,online purchase,39472.64,2025-08-06 02:58:02,success
TXN0002272,CUST00315,online purchase,16971.3,2025-07-12 20:08:02,success
TXN0002273,CUST00315,deposit,26646.23,2025-01-01 19:34:02,success
TXN0002274,CUST00315,transfer,19208.61,2025-06-11 12:14:02,success
TXN0002275,CUST00315,transfer,16045.41,2025-05-25 16:00:02,success
TXN0002276,CUST00315,online fraud,112876.87,2025-07-13 04:37:02,success
TXN0002277,CUST00315,transfer,47277.2,2025-01-17 08:41:02,success
TXN0002278,CUST00315,online fraud,85550.23,2025-11-07 18:19:02,failed
TXN0002279,CUST00315,online purchase,32286.12,2025-02-09 18:43:02,success
TXN0002280,CUST00315,deposit,25926.75,2025-02-21 22:13:02,success
TXN0002281,CUST00315,transfer,12701.55,2024-11-20 01:52:02,success
TXN0002282,CUST00315,withdrawal,29005.85,2025-09-21 08:46:02,success
TXN0002283,CUST00315,deposit,35776.13,2025-05-09 06:48:02,success
TXN0002284,CUST00479,online fraud,147598.6,2025-10-22 22:46:02,failed
TXN0002285,CUST00479,transfer,43202.34,2025-01-05 17:27:02,success
TXN0002286,CUST00479,online fraud,108895.45,2025-01-18 13:46:02,failed
TXN0002287,CUST00479,deposit,25291.34,2025-09-30 13:53:02,success
TXN0002288,CUST00479,ATM withdrawal,29220.6,2025-06-06 06:43:02,success
TXN0002289,CUST00479,ATM withdrawal,22436.63,2025-05-28 17:51:02,success
TXN0002290,CUST00479,online fraud,177580.51,2025-01-09 00:09:02,success
TXN0002291,CUST00479,withdrawal,28636.4,2025-10-30 21:10:02,success
TXN0002292,CUST00479,withdrawal,4849.26,2025-09-02 20:23:02,success
TXN0002293,CUST00479,online fraud,192790.87,2025-06-09 03:31:02,failed
TXN0002294,CUST00479,online fraud,62971.59,2025-06-11 20:28:02,failed
TXN0002295,CUST00479,ATM withdrawal,5433.42,2025-02-01 19:53:02,success
TXN0002296,CUST00479,ATM withdrawal,34535.31,2025-07-23 00:58:02,success
TXN0002297,CUST00280,online purchase,33761.91,2024-12-13 04:53:02,success
TXN0002298,CUST00280,ATM withdrawal,14920.89,2025-11-04 14:17:02,success
TXN0002299,CUST00280,deposit,45694.58,2025-09-20 11:01:02,success
TXN0002300,CUST00280,withdrawal,7545.16,2025-02-27 04:59:02,success
TXN0002301,CUST00280,withdrawal,44295.82,2025-07-07 07:36:02,success
TXN0002302,CUST00280,transfer,10555.52,2025-01-12 09:35:02,success
TXN0002303,CUST00280,online fraud,89016.69,2024-11-16 11:19:02,failed
TXN0002304,CUST00280,transfer,2927.65,2025-10-18 08:19:02,failed
TXN0002305,CUST00280,online fraud,139111.51,2025-04-19 09:57:02,failed
TXN0002306,CUST00280,online purchase,22905.52,2024-11-27 08:28:02,success
TXN0002307,CUST00280,ATM withdrawal,48912.22,2025-02-01 10:23:02,success
TXN0002308,CUST00280,withdrawal,34946.92,2025-08-19 00:45:02,success
TXN0002309,CUST00280,transfer,44804.26,2025-01-16 11:05:02,success
TXN0002310,CUST00280,online fraud,156262.83,2025-02-13 23:10:02,failed
TXN0002311,CUST00280,deposit,22491.09,2025-06-20 00:18:02,success
TXN0002312,CUST00280,ATM withdrawal,10823.08,2025-10-27 20:06:02,success
TXN0002313,CUST00280,deposit,19864.59,2024-12-07 12:30:02,success
TXN0002314,CUST00280,ATM withdrawal,31772.54,2024-12-02 04:26:02,success
TXN0002315,CUST00280,transfer,17285.28,2025-06-13 19:51:02,success
TXN0002316,CUST00280,transfer,16777.91,2025-06-19 20:24:02,success
TXN0002317,CUST00280,online purchase,4419.26,2025-07-22 22:13:02,success
TXN0002318,CUST00280,ATM withdrawal,34802.2,2024-12-30 21:18:02,success
TXN0002319,CUST00280,withdrawal,4025.21,2024-11-14 03:51:02,success
TXN0002320,CUST00280,online fraud,99959.1,2025-10-28 10:26:02,failed
TXN0002321,CUST00280,withdrawal,38949.19,2024-12-28 20:06:02,success
TXN0002322,CUST00280,transfer,654.2,2025-02-19 19:12:02,success
TXN0002323,CUST00145,online fraud,152338.84,2024-11-20 15:06:02,failed
TXN0002324,CUST00145,online fraud,107477.37,2024-12-18 02:29:02,failed
TXN0002325,CUST00145,online purchase,16887.61,2025-09-06 00:58:02,success
TXN0002326,CUST00145,transfer,23064.71,2025-01-24 21:07:02,success
TXN0002327,CUST00145,deposit,30526.99,2025-06-19 07:31:02,success
TXN0002328,CUST00145,ATM withdrawal,45488.66,2024-11-11 03:22:02,success
TXN0002329,CUST00145,deposit,18569.39,2025-01-29 02:52:02,success
TXN0002330,CUST00145,online purchase,2846.61,2024-12-29 22:16:02,success
TXN0002331,CUST00145,transfer,27959.88,2025-02-05 13:21:02,success
TXN0002332,CUST00145,transfer,20378.27,2025-10-17 09:14:02,success
TXN0002333,CUST00145,withdrawal,10925.14,2025-05-04 22:37:02,success
TXN0002334,CUST00145,transfer,7002.11,2025-09-15 12:26:02,success
TXN0002335,CUST00145,online purchase,29300.2,2025-08-24 15:40:02,success
TXN0002336,CUST00145,withdrawal,35033.91,2025-02-09 03:30:02,success
TXN0002337,CUST00145,deposit,7190.39,2025-07-13 03:47:02,success
TXN0002338,CUST00145,ATM withdrawal,30336.09,2025-11-01 21:44:02,success
TXN0002339,CUST00145,ATM withdrawal,9963.01,2024-12-04 22:40:02,success
TXN0002340,CUST00145,transfer,30271.28,2025-08-09 07:31:02,success
TXN0002341,CUST00145,online fraud,82539.05,2025-05-29 07:43:02,failed
TXN0002342,CUST00145,deposit,15932.14,2025-06-19 15:08:02,success
TXN0002343,CUST00406,ATM withdrawal,1370.44,2025-05-20 00:57:02,success
TXN0002344,CUST00406,transfer,32872.92,2025-09-20 21:47:02,success
TXN0002345,CUST00406,transfer,3551.83,2025-06-02 14:39:02,success
TXN0002346,CUST00406,online purchase,25509.91,2025-06-28 14:22:02,success
TXN0002347,CUST00406,withdrawal,21969.44,2025-03-04 10:02:02,success
